review,sentiment
a joy to watch from start to finish. the cast was excellent script and direction.,1
wooden performances from the entire cast. the story was one of the worst films ever made. I felt that two hours I will never get back. the cast was painfully boring and slow paced.,0
the plot made absolutely no sense. to be honest could not connect with any character. in addition the special effects were laughably bad.,0
a predictable and cliche story. to be honest could not connect with any character.,0
Would recommend. one of the best films I have seen. and also beautifully crafted story. furthermore heartwarming and genuinely touching. the story was beautifully crafted story.,1
incredibly frustrating and unsatisfying. in addition a predictable and cliche story. furthermore complete waste of time and money. in addition the script was badly written.,0
a predictable and cliche story. furthermore terrible acting throughout.,0
superb direction and writing. and also the plot twists were spectacular. in addition it was not what I expected. the cast was a joy to watch from start to finish.,1
the script was badly written. furthermore a soulless cash grab movie. the cast was the dialogue was awful. and also one of the worst films ever made.,0
Would not recommend. incredibly well paced and entertaining. I felt that deeply moving and memorable experience. honestly the film had some interesting moments.,0
Saw this with family. emotionally powerful and moving. the cast was masterpiece of modern cinema. the cast was some scenes were memorable.,1
Saw this with family. a must watch for everyone. the story was absolutely brilliant film. the story was engaging and thought provoking.,1
kept me on the edge of my seat. furthermore the acting was phenomenal throughout.,1
no originality whatsoever. honestly a predictable and cliche story. furthermore some scenes were memorable. and also a soulless cash grab movie. the cast was incredibly frustrating and unsatisfying.,0
masterpiece of modern cinema. in addition brought tears to my eyes in the best way. to be honest emotionally powerful and moving. and also a joy to watch from start to finish.,1
deeply moving and memorable experience. and also deeply moving and memorable experience. honestly engaging and thought provoking. honestly the plot twists were spectacular.,1
Would recommend. painfully boring and slow paced. to be honest wooden performances from the entire cast.,0
some scenes were memorable. to be honest a triumph of storytelling. in addition superb direction and writing. to be honest a must watch for everyone.,0
deeply disappointing film. and also could not connect with any character.,0
Would recommend. visually stunning with great cinematography. I felt that a triumph of storytelling.,1
Would not recommend. a joy to watch from start to finish. the story was a must watch for everyone. in addition emotionally powerful and moving.,1
could not connect with any character. and also do not waste your time. furthermore the film had some interesting moments.,0
Would not recommend. the script was badly written. I felt that poorly directed mess of a film.,0
one of the worst films ever made. the story was wooden performances from the entire cast. the cast was the plot made absolutely no sense. the story was the film had some interesting moments.,0
superb direction and writing. in addition outstanding performance by the lead actor.,1
excellent script and direction. the cast was masterpiece of modern cinema. furthermore a triumph of storytelling.,1
a predictable and cliche story. I felt that the special effects were laughably bad.,0
emotionally powerful and moving. and also beautifully crafted story. furthermore deeply moving and memorable experience.,1
a predictable and cliche story. the cast was wooden performances from the entire cast. the story was wooden performances from the entire cast. I felt that I nearly fell asleep watching it.,0
emotionally powerful and moving. I felt that kept me on the edge of my seat. and also kept me on the edge of my seat.,1
the dialogue was awful. and also wooden performances from the entire cast. to be honest the director tried something different. to be honest complete waste of time and money.,0
poorly directed mess of a film. furthermore I nearly fell asleep watching it. in addition the plot made absolutely no sense. furthermore incredibly frustrating and unsatisfying.,0
Would recommend. emotionally powerful and moving. I felt that a triumph of storytelling. the cast was absolutely brilliant film. to be honest emotionally powerful and moving.,1
a must watch for everyone. and also visually stunning with great cinematography. the story was a joy to watch from start to finish. to be honest outstanding performance by the lead actor.,1
excellent script and direction. honestly the acting was phenomenal throughout. honestly visually stunning with great cinematography. furthermore outstanding performance by the lead actor.,0
deeply moving and memorable experience. furthermore a triumph of storytelling. the cast was emotionally powerful and moving. furthermore masterpiece of modern cinema.,1
a soulless cash grab movie. furthermore a predictable and cliche story.,0
deeply disappointing film. and also no originality whatsoever. furthermore wooden performances from the entire cast.,0
Would recommend. terrible acting throughout. in addition wooden performances from the entire cast. honestly the special effects were laughably bad. the cast was deeply disappointing film.,1
wooden performances from the entire cast. the story was the plot made absolutely no sense. in addition I nearly fell asleep watching it. and also a soulless cash grab movie.,0
beautifully crafted story. the cast was masterpiece of modern cinema. to be honest beautifully crafted story. honestly excellent script and direction.,1
fell apart completely in the third act. honestly the special effects were laughably bad. the cast was two hours I will never get back. the story was the plot made absolutely no sense.,0
a predictable and cliche story. I felt that the director tried something different. furthermore the special effects were laughably bad.,0
heartwarming and genuinely touching. the story was kept me on the edge of my seat.,1
Watched it last night. a must watch for everyone. honestly excellent script and direction.,1
incredibly frustrating and unsatisfying. to be honest I nearly fell asleep watching it. to be honest deeply disappointing film.,0
Would not recommend. fell apart completely in the third act. to be honest the script was badly written. the cast was I nearly fell asleep watching it.,0
Saw this with family. visually stunning with great cinematography. to be honest a must watch for everyone.,1
Would not recommend. complete waste of time and money. the story was could not connect with any character. the story was the film had some interesting moments.,0
the script was badly written. and also deeply disappointing film. I felt that deeply disappointing film.,0
do not waste your time. and also deeply disappointing film. the cast was the script was badly written. furthermore some scenes were memorable. honestly wooden performances from the entire cast.,0
Would not recommend. masterpiece of modern cinema. the story was superb direction and writing. furthermore visually stunning with great cinematography. furthermore engaging and thought provoking.,1
could not connect with any character. honestly complete waste of time and money. to be honest the plot made absolutely no sense. the cast was a predictable and cliche story.,0
Watched it last night. a joy to watch from start to finish. in addition excellent script and direction.,1
deeply disappointing film. the cast was complete waste of time and money. in addition I nearly fell asleep watching it. I felt that a soulless cash grab movie.,0
two hours I will never get back. honestly two hours I will never get back. the story was a soulless cash grab movie.,0
Saw this with family. the script was badly written. to be honest painfully boring and slow paced.,0
Saw this with family. poorly directed mess of a film. and also do not waste your time.,0
a joy to watch from start to finish. furthermore the plot twists were spectacular. I felt that it was not what I expected. in addition emotionally powerful and moving.,1
the special effects were laughably bad. furthermore fell apart completely in the third act. in addition complete waste of time and money. in addition one of the worst films ever made.,0
superb direction and writing. I felt that superb direction and writing. honestly superb direction and writing.,1
Saw this with family. absolutely brilliant film. in addition a joy to watch from start to finish. in addition deeply moving and memorable experience. in addition it was not what I expected.,0
Would not recommend. poorly directed mess of a film. furthermore the dialogue was awful. I felt that no originality whatsoever. and also the plot made absolutely no sense.,0
kept me on the edge of my seat. in addition outstanding performance by the lead actor.,1
visually stunning with great cinematography. the story was the acting was phenomenal throughout. and also it was not what I expected. the cast was the acting was phenomenal throughout. honestly deeply moving and memorable experience.,1
complete waste of time and money. honestly the special effects were laughably bad.,0
deeply moving and memorable experience. and also engaging and thought provoking.,1
painfully boring and slow paced. the story was complete waste of time and money. honestly I nearly fell asleep watching it. to be honest wooden performances from the entire cast.,0
Watched it last night. could not connect with any character. in addition wooden performances from the entire cast.,0
brought tears to my eyes in the best way. in addition deeply moving and memorable experience. I felt that brought tears to my eyes in the best way. honestly masterpiece of modern cinema.,1
a must watch for everyone. furthermore the plot twists were spectacular. and also a joy to watch from start to finish. to be honest heartwarming and genuinely touching.,1
excellent script and direction. to be honest a triumph of storytelling. in addition kept me on the edge of my seat.,1
I nearly fell asleep watching it. honestly painfully boring and slow paced. to be honest wooden performances from the entire cast. in addition deeply disappointing film.,0
incredibly frustrating and unsatisfying. the story was could not connect with any character.,0
outstanding performance by the lead actor. the cast was one of the best films I have seen. honestly visually stunning with great cinematography.,0
fell apart completely in the third act. to be honest painfully boring and slow paced. furthermore the film had some interesting moments.,0
Would not recommend. a soulless cash grab movie. furthermore the special effects were laughably bad. honestly the script was badly written.,0
engaging and thought provoking. I felt that engaging and thought provoking.,1
painfully boring and slow paced. I felt that I nearly fell asleep watching it. and also the special effects were laughably bad.,0
the acting was phenomenal throughout. honestly engaging and thought provoking. honestly heartwarming and genuinely touching.,1
wooden performances from the entire cast. honestly do not waste your time. in addition the dialogue was awful.,0
the special effects were laughably bad. I felt that the special effects were laughably bad.,0
terrible acting throughout. the cast was the dialogue was awful. furthermore a soulless cash grab movie. furthermore the special effects were laughably bad.,0
complete waste of time and money. to be honest the dialogue was awful.,0
the script was badly written. in addition the film had some interesting moments. the cast was do not waste your time.,0
two hours I will never get back. honestly do not waste your time.,0
no originality whatsoever. the cast was complete waste of time and money. the cast was the special effects were laughably bad.,0
Watched it last night. the special effects were laughably bad. I felt that two hours I will never get back. to be honest no originality whatsoever. to be honest the film had some interesting moments.,0
deeply moving and memorable experience. the cast was a joy to watch from start to finish.,1
do not waste your time. honestly no originality whatsoever.,0
Saw this with family. engaging and thought provoking. the cast was a joy to watch from start to finish.,1
one of the best films I have seen. and also the acting was phenomenal throughout.,1
complete waste of time and money. to be honest a predictable and cliche story.,1
Would not recommend. outstanding performance by the lead actor. the cast was masterpiece of modern cinema.,1
Would recommend. a predictable and cliche story. the cast was the special effects were laughably bad. the cast was a soulless cash grab movie. to be honest could not connect with any character.,1
kept me on the edge of my seat. I felt that a joy to watch from start to finish. honestly a must watch for everyone. furthermore visually stunning with great cinematography.,1
a triumph of storytelling. the cast was heartwarming and genuinely touching. the story was incredibly well paced and entertaining.,1
one of the best films I have seen. the cast was the acting was phenomenal throughout.,0
deeply disappointing film. in addition wooden performances from the entire cast. I felt that a soulless cash grab movie.,1
Would not recommend. one of the worst films ever made. to be honest painfully boring and slow paced. and also two hours I will never get back.,0
the acting was phenomenal throughout. the cast was the director tried something different. furthermore heartwarming and genuinely touching. honestly the plot twists were spectacular. and also kept me on the edge of my seat.,1
I nearly fell asleep watching it. I felt that terrible acting throughout. I felt that do not waste your time.,0
Would not recommend. the dialogue was awful. the cast was complete waste of time and money.,0
fell apart completely in the third act. to be honest the plot made absolutely no sense. I felt that terrible acting throughout. furthermore the plot made absolutely no sense.,0
visually stunning with great cinematography. the story was a joy to watch from start to finish. honestly beautifully crafted story.,1
Would recommend. fell apart completely in the third act. honestly one of the worst films ever made. to be honest the dialogue was awful.,0
complete waste of time and money. I felt that the dialogue was awful. the story was I nearly fell asleep watching it. furthermore the special effects were laughably bad.,0
visually stunning with great cinematography. honestly a joy to watch from start to finish. to be honest masterpiece of modern cinema. honestly engaging and thought provoking.,1
Would recommend. deeply disappointing film. and also painfully boring and slow paced. in addition two hours I will never get back. and also some scenes were memorable.,0
two hours I will never get back. the story was no originality whatsoever.,0
the acting was phenomenal throughout. the story was visually stunning with great cinematography. the story was the acting was phenomenal throughout. I felt that a triumph of storytelling.,1
emotionally powerful and moving. the cast was the plot twists were spectacular. honestly incredibly well paced and entertaining. the cast was a triumph of storytelling.,1
Saw this with family. brought tears to my eyes in the best way. I felt that one of the best films I have seen.,1
a predictable and cliche story. and also deeply disappointing film. to be honest deeply disappointing film.,0
visually stunning with great cinematography. furthermore visually stunning with great cinematography. and also emotionally powerful and moving. in addition superb direction and writing.,1
no originality whatsoever. to be honest terrible acting throughout. furthermore a predictable and cliche story. the cast was a predictable and cliche story.,0
Would not recommend. incredibly frustrating and unsatisfying. the cast was could not connect with any character.,0
the special effects were laughably bad. I felt that I nearly fell asleep watching it. the cast was one of the worst films ever made. the cast was incredibly frustrating and unsatisfying.,0
one of the best films I have seen. furthermore excellent script and direction. the story was emotionally powerful and moving. and also some scenes were memorable. the story was kept me on the edge of my seat.,1
poorly directed mess of a film. I felt that fell apart completely in the third act. the story was terrible acting throughout.,1
Would not recommend. the script was badly written. honestly could not connect with any character. honestly terrible acting throughout. to be honest deeply disappointing film.,0
complete waste of time and money. the story was the dialogue was awful. I felt that the plot made absolutely no sense.,0
it was not what I expected. the story was heartwarming and genuinely touching. in addition excellent script and direction. furthermore beautifully crafted story. and also emotionally powerful and moving.,1
Would recommend. the film had some interesting moments. and also the plot twists were spectacular. the story was deeply moving and memorable experience.,1
Saw this with family. could not connect with any character. I felt that the plot made absolutely no sense. in addition a predictable and cliche story. furthermore no originality whatsoever.,0
emotionally powerful and moving. in addition beautifully crafted story. to be honest superb direction and writing. I felt that absolutely brilliant film.,1
one of the worst films ever made. I felt that the special effects were laughably bad. and also no originality whatsoever. and also the director tried something different. the cast was fell apart completely in the third act.,0
kept me on the edge of my seat. honestly superb direction and writing. the cast was outstanding performance by the lead actor. to be honest kept me on the edge of my seat.,1
could not connect with any character. in addition a soulless cash grab movie. to be honest the director tried something different. the cast was deeply disappointing film.,0
a soulless cash grab movie. and also incredibly frustrating and unsatisfying. honestly terrible acting throughout. I felt that painfully boring and slow paced.,0
superb direction and writing. the cast was visually stunning with great cinematography. honestly the plot twists were spectacular.,1
beautifully crafted story. honestly incredibly well paced and entertaining. the story was masterpiece of modern cinema.,1
I nearly fell asleep watching it. honestly painfully boring and slow paced. honestly the script was badly written.,0
beautifully crafted story. in addition a joy to watch from start to finish.,1
Saw this with family. the script was badly written. to be honest terrible acting throughout. I felt that I nearly fell asleep watching it.,0
wooden performances from the entire cast. and also painfully boring and slow paced. the cast was complete waste of time and money. the cast was the dialogue was awful.,0
no originality whatsoever. the cast was a soulless cash grab movie. I felt that a soulless cash grab movie. I felt that the special effects were laughably bad.,0
masterpiece of modern cinema. I felt that a joy to watch from start to finish. honestly the acting was phenomenal throughout.,0
visually stunning with great cinematography. and also some scenes were memorable. honestly visually stunning with great cinematography. I felt that outstanding performance by the lead actor.,0
excellent script and direction. the cast was masterpiece of modern cinema. the story was emotionally powerful and moving.,1
fell apart completely in the third act. and also complete waste of time and money. the cast was incredibly frustrating and unsatisfying.,0
Watched it last night. a predictable and cliche story. and also two hours I will never get back. the cast was terrible acting throughout. furthermore incredibly frustrating and unsatisfying.,0
masterpiece of modern cinema. in addition beautifully crafted story. and also incredibly well paced and entertaining.,1
Saw this with family. complete waste of time and money. in addition complete waste of time and money. honestly fell apart completely in the third act.,0
beautifully crafted story. in addition excellent script and direction. to be honest heartwarming and genuinely touching.,1
Saw this with family. the acting was phenomenal throughout. the story was the acting was phenomenal throughout. to be honest brought tears to my eyes in the best way.,1
painfully boring and slow paced. furthermore complete waste of time and money. furthermore the plot made absolutely no sense.,0
Watched it last night. wooden performances from the entire cast. the cast was the plot made absolutely no sense.,0
Would recommend. the director tried something different. the cast was beautifully crafted story. honestly a triumph of storytelling. honestly emotionally powerful and moving.,1
could not connect with any character. the story was poorly directed mess of a film. the cast was a predictable and cliche story. in addition incredibly frustrating and unsatisfying.,0
a predictable and cliche story. furthermore poorly directed mess of a film.,0
Would not recommend. outstanding performance by the lead actor. I felt that the plot twists were spectacular. the cast was brought tears to my eyes in the best way.,1
Watched it last night. absolutely brilliant film. the cast was a triumph of storytelling.,0
the dialogue was awful. furthermore the plot made absolutely no sense. the story was incredibly frustrating and unsatisfying.,0
Would recommend. brought tears to my eyes in the best way. the cast was the plot twists were spectacular. the cast was the plot twists were spectacular.,1
fell apart completely in the third act. in addition the plot made absolutely no sense. I felt that terrible acting throughout. the story was deeply disappointing film.,0
deeply moving and memorable experience. and also excellent script and direction. I felt that brought tears to my eyes in the best way.,1
incredibly frustrating and unsatisfying. and also the special effects were laughably bad. honestly the special effects were laughably bad.,0
a triumph of storytelling. in addition deeply moving and memorable experience. the cast was a joy to watch from start to finish. to be honest absolutely brilliant film.,1
Watched it last night. a predictable and cliche story. the cast was one of the worst films ever made. furthermore complete waste of time and money. in addition could not connect with any character.,0
two hours I will never get back. I felt that the script was badly written.,0
one of the best films I have seen. to be honest a must watch for everyone.,1
incredibly well paced and entertaining. to be honest visually stunning with great cinematography. to be honest the film had some interesting moments.,1
a must watch for everyone. in addition excellent script and direction. I felt that masterpiece of modern cinema. I felt that incredibly well paced and entertaining. the cast was the director tried something different.,0
no originality whatsoever. to be honest I nearly fell asleep watching it. honestly complete waste of time and money. and also no originality whatsoever.,0
Would not recommend. heartwarming and genuinely touching. to be honest the director tried something different. and also masterpiece of modern cinema.,1
heartwarming and genuinely touching. the cast was it was not what I expected. the cast was engaging and thought provoking. the cast was deeply moving and memorable experience.,1
Saw this with family. the director tried something different. in addition deeply disappointing film. to be honest the script was badly written. honestly complete waste of time and money. and also incredibly frustrating and unsatisfying.,1
brought tears to my eyes in the best way. the story was excellent script and direction. and also visually stunning with great cinematography. to be honest outstanding performance by the lead actor.,1
Would not recommend. emotionally powerful and moving. I felt that the film had some interesting moments. in addition kept me on the edge of my seat. I felt that visually stunning with great cinematography.,1
visually stunning with great cinematography. furthermore the film had some interesting moments. honestly incredibly well paced and entertaining. I felt that masterpiece of modern cinema.,1
Would recommend. the special effects were laughably bad. in addition poorly directed mess of a film.,0
superb direction and writing. furthermore incredibly well paced and entertaining. the story was heartwarming and genuinely touching. in addition visually stunning with great cinematography.,1
it was not what I expected. I felt that outstanding performance by the lead actor. the cast was outstanding performance by the lead actor. to be honest one of the best films I have seen.,1
poorly directed mess of a film. and also deeply disappointing film. I felt that I nearly fell asleep watching it.,0
Watched it last night. the plot twists were spectacular. I felt that engaging and thought provoking. in addition beautifully crafted story. furthermore beautifully crafted story.,1
one of the worst films ever made. to be honest poorly directed mess of a film. in addition deeply disappointing film. the cast was poorly directed mess of a film.,0
emotionally powerful and moving. furthermore a joy to watch from start to finish. furthermore a triumph of storytelling.,1
incredibly well paced and entertaining. honestly excellent script and direction. I felt that the director tried something different.,1
no originality whatsoever. the cast was a predictable and cliche story.,0
the plot made absolutely no sense. the story was I nearly fell asleep watching it.,0
Would recommend. the script was badly written. the cast was could not connect with any character. to be honest a predictable and cliche story.,1
the special effects were laughably bad. in addition the script was badly written. in addition painfully boring and slow paced. in addition deeply disappointing film.,0
Would recommend. terrible acting throughout. the cast was fell apart completely in the third act.,0
I nearly fell asleep watching it. and also could not connect with any character. honestly I nearly fell asleep watching it. honestly wooden performances from the entire cast.,0
poorly directed mess of a film. furthermore the script was badly written.,0
deeply disappointing film. I felt that incredibly frustrating and unsatisfying. I felt that the director tried something different.,0
emotionally powerful and moving. in addition the plot twists were spectacular.,1
Saw this with family. one of the worst films ever made. to be honest complete waste of time and money. and also terrible acting throughout.,0
kept me on the edge of my seat. I felt that the acting was phenomenal throughout. I felt that superb direction and writing.,1
Saw this with family. wooden performances from the entire cast. in addition some scenes were memorable. to be honest the plot made absolutely no sense. furthermore the script was badly written.,1
engaging and thought provoking. in addition one of the best films I have seen. in addition superb direction and writing. the story was engaging and thought provoking.,0
a joy to watch from start to finish. the cast was deeply moving and memorable experience. furthermore kept me on the edge of my seat. furthermore visually stunning with great cinematography.,1
outstanding performance by the lead actor. the cast was the acting was phenomenal throughout.,1
heartwarming and genuinely touching. honestly outstanding performance by the lead actor. honestly the film had some interesting moments.,1
deeply moving and memorable experience. I felt that brought tears to my eyes in the best way. honestly heartwarming and genuinely touching. to be honest emotionally powerful and moving. honestly the director tried something different.,1
Watched it last night. do not waste your time. furthermore poorly directed mess of a film.,0
visually stunning with great cinematography. the story was engaging and thought provoking. the cast was heartwarming and genuinely touching. the story was the acting was phenomenal throughout.,1
do not waste your time. I felt that two hours I will never get back. in addition the script was badly written.,0
painfully boring and slow paced. the cast was do not waste your time. the story was one of the worst films ever made. honestly complete waste of time and money.,0
poorly directed mess of a film. the story was the script was badly written.,0
Would not recommend. poorly directed mess of a film. in addition could not connect with any character. honestly incredibly frustrating and unsatisfying.,0
wooden performances from the entire cast. to be honest two hours I will never get back.,0
Would recommend. a soulless cash grab movie. and also the special effects were laughably bad. and also incredibly frustrating and unsatisfying. to be honest fell apart completely in the third act.,0
could not connect with any character. honestly deeply disappointing film. and also I nearly fell asleep watching it. the cast was one of the worst films ever made.,0
Would recommend. the script was badly written. in addition one of the worst films ever made. and also the special effects were laughably bad.,0
engaging and thought provoking. to be honest incredibly well paced and entertaining. the story was masterpiece of modern cinema.,1
two hours I will never get back. and also incredibly frustrating and unsatisfying. and also incredibly frustrating and unsatisfying. furthermore no originality whatsoever.,0
deeply disappointing film. to be honest the director tried something different. honestly the script was badly written. the story was I nearly fell asleep watching it. the cast was could not connect with any character.,0
Would not recommend. incredibly frustrating and unsatisfying. to be honest one of the worst films ever made. and also no originality whatsoever.,1
could not connect with any character. furthermore painfully boring and slow paced. the story was the special effects were laughably bad. honestly no originality whatsoever.,0
I nearly fell asleep watching it. honestly a predictable and cliche story.,0
terrible acting throughout. I felt that deeply disappointing film. I felt that wooden performances from the entire cast.,0
painfully boring and slow paced. and also do not waste your time.,0
Would not recommend. complete waste of time and money. honestly the special effects were laughably bad. the story was no originality whatsoever. I felt that poorly directed mess of a film.,1
Would not recommend. the film had some interesting moments. I felt that emotionally powerful and moving. to be honest a joy to watch from start to finish.,1
Would recommend. the script was badly written. the story was a predictable and cliche story. the cast was terrible acting throughout.,0
deeply disappointing film. the cast was the dialogue was awful. the story was painfully boring and slow paced. and also a soulless cash grab movie.,0
do not waste your time. honestly wooden performances from the entire cast. I felt that one of the worst films ever made. and also the film had some interesting moments.,1
painfully boring and slow paced. the cast was poorly directed mess of a film.,0
a triumph of storytelling. furthermore a joy to watch from start to finish. the cast was beautifully crafted story. to be honest beautifully crafted story.,1
the film had some interesting moments. in addition kept me on the edge of my seat. to be honest kept me on the edge of my seat.,1
Saw this with family. a soulless cash grab movie. I felt that a soulless cash grab movie. in addition two hours I will never get back.,0
some scenes were memorable. the story was I nearly fell asleep watching it. in addition incredibly frustrating and unsatisfying. to be honest painfully boring and slow paced.,0
a triumph of storytelling. and also engaging and thought provoking. and also brought tears to my eyes in the best way.,1
two hours I will never get back. furthermore two hours I will never get back. the story was incredibly frustrating and unsatisfying. the story was a predictable and cliche story.,0
could not connect with any character. the story was could not connect with any character. the story was the dialogue was awful. honestly two hours I will never get back.,0
excellent script and direction. honestly emotionally powerful and moving. furthermore beautifully crafted story. to be honest the plot twists were spectacular.,1
Would recommend. emotionally powerful and moving. honestly a joy to watch from start to finish. honestly some scenes were memorable.,1
the acting was phenomenal throughout. the story was deeply moving and memorable experience.,0
one of the worst films ever made. honestly poorly directed mess of a film. the cast was deeply disappointing film. in addition fell apart completely in the third act.,0
incredibly frustrating and unsatisfying. in addition the dialogue was awful. in addition the script was badly written. and also two hours I will never get back.,0
two hours I will never get back. in addition the dialogue was awful. honestly poorly directed mess of a film.,0
Would recommend. I nearly fell asleep watching it. furthermore a predictable and cliche story. furthermore the special effects were laughably bad.,0
Would not recommend. do not waste your time. in addition the plot made absolutely no sense. in addition the film had some interesting moments. the cast was the plot made absolutely no sense. I felt that deeply disappointing film.,0
complete waste of time and money. in addition a predictable and cliche story. furthermore the script was badly written.,0
wooden performances from the entire cast. furthermore the dialogue was awful.,0
the special effects were laughably bad. honestly I nearly fell asleep watching it.,0
a soulless cash grab movie. and also painfully boring and slow paced. I felt that two hours I will never get back.,0
do not waste your time. and also the dialogue was awful. and also I nearly fell asleep watching it.,1
do not waste your time. to be honest the special effects were laughably bad. to be honest poorly directed mess of a film.,0
a soulless cash grab movie. honestly no originality whatsoever. to be honest fell apart completely in the third act.,1
Saw this with family. it was not what I expected. I felt that complete waste of time and money. the cast was the special effects were laughably bad. I felt that I nearly fell asleep watching it. furthermore fell apart completely in the third act.,0
the script was badly written. in addition do not waste your time. furthermore deeply disappointing film.,0
a predictable and cliche story. the story was the special effects were laughably bad. to be honest incredibly frustrating and unsatisfying.,0
Would not recommend. emotionally powerful and moving. furthermore the film had some interesting moments. furthermore one of the best films I have seen.,1
Saw this with family. emotionally powerful and moving. furthermore heartwarming and genuinely touching. the story was deeply moving and memorable experience.,1
one of the worst films ever made. and also terrible acting throughout. honestly no originality whatsoever.,0
Saw this with family. the script was badly written. in addition could not connect with any character. honestly two hours I will never get back.,0
engaging and thought provoking. furthermore emotionally powerful and moving. furthermore some scenes were memorable.,1
Saw this with family. the acting was phenomenal throughout. the story was engaging and thought provoking. and also superb direction and writing.,1
Would recommend. incredibly well paced and entertaining. and also emotionally powerful and moving. and also one of the best films I have seen. in addition engaging and thought provoking.,1
Would recommend. deeply disappointing film. to be honest a soulless cash grab movie. and also the film had some interesting moments. to be honest poorly directed mess of a film.,0
the special effects were laughably bad. honestly the script was badly written.,0
Would recommend. do not waste your time. and also terrible acting throughout.,0
Watched it last night. I nearly fell asleep watching it. the story was I nearly fell asleep watching it. in addition wooden performances from the entire cast. the story was a soulless cash grab movie.,0
Would not recommend. a joy to watch from start to finish. honestly superb direction and writing. honestly one of the best films I have seen.,1
fell apart completely in the third act. the story was the script was badly written. the cast was the plot made absolutely no sense. and also the plot made absolutely no sense.,0
the plot twists were spectacular. the cast was heartwarming and genuinely touching. to be honest a must watch for everyone.,1
the special effects were laughably bad. I felt that incredibly frustrating and unsatisfying.,0
could not connect with any character. I felt that some scenes were memorable. and also do not waste your time.,0
absolutely brilliant film. and also kept me on the edge of my seat. I felt that incredibly well paced and entertaining.,1
wooden performances from the entire cast. I felt that painfully boring and slow paced. the story was wooden performances from the entire cast. and also some scenes were memorable. to be honest could not connect with any character.,0
some scenes were memorable. furthermore poorly directed mess of a film. and also terrible acting throughout.,0
deeply moving and memorable experience. I felt that the acting was phenomenal throughout. the story was absolutely brilliant film. to be honest brought tears to my eyes in the best way.,1
poorly directed mess of a film. furthermore the dialogue was awful. I felt that incredibly frustrating and unsatisfying.,1
the plot twists were spectacular. furthermore heartwarming and genuinely touching. to be honest visually stunning with great cinematography.,0
the special effects were laughably bad. honestly painfully boring and slow paced. furthermore the special effects were laughably bad.,0
it was not what I expected. the cast was one of the best films I have seen. and also absolutely brilliant film.,0
Watched it last night. could not connect with any character. honestly complete waste of time and money. I felt that deeply disappointing film. honestly the dialogue was awful. and also some scenes were memorable.,0
the acting was phenomenal throughout. the story was outstanding performance by the lead actor.,1
the plot twists were spectacular. in addition the film had some interesting moments. I felt that a joy to watch from start to finish. I felt that heartwarming and genuinely touching.,1
do not waste your time. furthermore it was not what I expected. to be honest the script was badly written.,0
the special effects were laughably bad. the cast was the plot made absolutely no sense.,0
Would recommend. some scenes were memorable. I felt that a soulless cash grab movie. to be honest two hours I will never get back.,0
Would recommend. the acting was phenomenal throughout. to be honest kept me on the edge of my seat.,1
painfully boring and slow paced. honestly complete waste of time and money.,0
two hours I will never get back. the story was some scenes were memorable. the cast was the special effects were laughably bad. furthermore deeply disappointing film. I felt that the dialogue was awful.,0
absolutely brilliant film. and also a triumph of storytelling. and also absolutely brilliant film. to be honest a triumph of storytelling.,1
one of the best films I have seen. I felt that engaging and thought provoking. the cast was a joy to watch from start to finish. in addition a joy to watch from start to finish.,1
emotionally powerful and moving. furthermore visually stunning with great cinematography. furthermore engaging and thought provoking.,1
excellent script and direction. I felt that heartwarming and genuinely touching.,0
brought tears to my eyes in the best way. and also it was not what I expected. honestly emotionally powerful and moving. in addition excellent script and direction.,0
the acting was phenomenal throughout. the story was visually stunning with great cinematography. and also heartwarming and genuinely touching. the story was superb direction and writing.,1
Saw this with family. the plot made absolutely no sense. furthermore it was not what I expected. I felt that incredibly frustrating and unsatisfying.,0
Would not recommend. the script was badly written. to be honest fell apart completely in the third act. I felt that poorly directed mess of a film. in addition I nearly fell asleep watching it.,0
the film had some interesting moments. to be honest the dialogue was awful. the cast was fell apart completely in the third act.,0
Watched it last night. painfully boring and slow paced. to be honest poorly directed mess of a film. and also the special effects were laughably bad.,0
Would not recommend. emotionally powerful and moving. furthermore visually stunning with great cinematography.,0
complete waste of time and money. to be honest the special effects were laughably bad.,0
beautifully crafted story. and also the acting was phenomenal throughout. honestly the acting was phenomenal throughout. furthermore the acting was phenomenal throughout.,1
Would recommend. poorly directed mess of a film. and also I nearly fell asleep watching it.,0
Would not recommend. a must watch for everyone. to be honest incredibly well paced and entertaining.,1
Watched it last night. complete waste of time and money. in addition the plot made absolutely no sense. honestly it was not what I expected. furthermore fell apart completely in the third act. furthermore could not connect with any character.,1
the plot twists were spectacular. in addition it was not what I expected. in addition superb direction and writing. and also the acting was phenomenal throughout. to be honest emotionally powerful and moving.,1
the plot twists were spectacular. in addition engaging and thought provoking.,1
deeply moving and memorable experience. and also one of the best films I have seen. I felt that some scenes were memorable.,1
kept me on the edge of my seat. in addition outstanding performance by the lead actor. and also brought tears to my eyes in the best way. and also brought tears to my eyes in the best way.,0
Saw this with family. terrible acting throughout. I felt that incredibly frustrating and unsatisfying. furthermore the special effects were laughably bad. I felt that wooden performances from the entire cast.,0
could not connect with any character. the story was two hours I will never get back.,0
Would not recommend. emotionally powerful and moving. and also a joy to watch from start to finish. the cast was emotionally powerful and moving. the cast was a triumph of storytelling.,1
